#File S7: MergeMap consensus genetic map for Pinus taeda and Pinus elliottii with genomic sequence alignments and predicted genes functions based on transcript alignments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Legend: MergeMarkerID - identifier of marker used in input maps to allow consensus map merging, GeneSeqID - identifier used in alignment analysis of a marker's sequence (see File S5), LG - linkage group, LG_pos_cM - centiMorgan position of the locus in the linkage group, Pos_lCI - cM position of the lower bound of locus 95% confidence interval, Pos_uCI - cM position of the upper bound of locus 95% CI, Delta_CIbounds - cM difference between upper and lower 95% CI, MarkerID - identifier for the specific marker allele mapped in a contributing input map, Marker_type - type of allele segregating for the locus (SNP - single nucleotide polymorphism; RFLP - restriction fragment length polymorphism; PAV - presence-absence variant; SSR - simple sequence repeat; estSSR - SSR from an expressed sequence tag; ESTP - expressed sequence tag polymorphism), Seg_qtl-base1 - the present or absent in the qtl-base1 map, Seg_qtl-base2 - present or absent in the qtl-base2 map, Seg_BC1 - present or absent in the BC1 map, Seg_10-5 - present (1) or absent (0) in the 10-5 map, Aligned_scaff_ID - scaffold or contig identifier of Pinus taeda RefSeq assembly v1.01, Aligned_genome_coord - start position..stop position for the best alignment  of the scaffold_ID with the marker GeneSeqID, Genome_pct_aligned - percent nucleotide sequence aligned length between the marker and P. taeda genome sequence, Genome_pct_ID - percent nucleotide sequence identity between the marker and aligned P. taeda genome sequence, Aligned_transcript(Accession_Pending) - predicted full-length Pinus taeda trascript ID - not yet assigned pending publication by Mockaitis et al., ESTvTr_pctID - percent nucleotide sequence identity between the EST marker and transcript, ESTvTr_alignlen - nucleotide length of alignment between the EST marker and transcript, ESTvTr_evalue - E-value of alignment between the EST marker and transcript, ESTvTr_bitscore - Bitscore of alignment between the EST marker and transcript, Aligned_CDD -  NCBI Conserved Domain Database accessionID assigned to the transcript, CDD_desc - description of the protein domain from the NCBI Conserved domain database, Tr_CDD_pctID - percent sequence identity between the transcript and the domain from the NCBI CDD, Tr_CDD_alignlen - length of alignment between the transcript and the domain  , Tr_CDD_evalue - E-value of alignment between the transcript and the domain, Tr_CDD_bitscore - Bitscore of alignment between the transcript and the domain, Aligned_AGI_prot - TAIR accession ID of the Arabidosis AGI map gene model with the highest amino acid sequence identity with the assigned translated P. taeda transcript, Prot_desc - description of the protein function of the TAIR gene model, Tr_AGI_pctID - percent amino acid sequence identity between the Arabidopsis and P. taeda proteins, Tr_AGI_alignlen - length of alignment between Arabidopsis and P. taeda transcripts, Tr_AGI_evalue - E-value of alignment between Arabidopsis and P.taeda transcripts, Tr_AGI_bitscore - Bitscore of alignment between Arabidopsis and P.taeda transcripts, MarkerAcc - NCBI/GenBank accession number for the marker sequence or for the best blastn match to the marker sequence, NP - the gene is reported on the 10-5 map3 of Neves et al. 2014 but was not positioned on our consensus map, NA - information not available."

MergeMarkerID,GeneSeqID,LG,LG_pos_cM,Pos_lCI,Pos_uCI,Delta_CIbounds,MarkerID,Marker_type,Seg_qtl-base1,Seg_qtl-base2,Seg_BC1,Seg_10-5,Aligned_scaff_ID,Aligned_genome_coord,Genome_pct_aligned,Genome_pct_ID,Aligned_transcript(Accession_Pending),ESTvTr_pctID,ESTvTr_alignlen,ESTvTr_evalue,ESTvTr_bitscore,Aligned_CDD,CDD_desc,Tr_CDD_pID,Tr_CDD_alignlen,Tr_CDD_evalue,Tr_CDD_bitscore,Aligned_AGI_prot,Prot_desc,Tr_AGI_pctID,Tr_AGI_alignlen,Tr_AGI_evalue,Tr_AGI_bitscore,MarkerAcc
0_11640,0_11640,2,NP,NP,NP,NP,0_11640_308,SNP,0,0,0,1,tscaffold2927,442599--533721,100,97.2,AP,99.74,784,0,1406,CDD|235362,PRK05192; tRNA uridine 5-carboxymethylaminomethyl modification enzyme; len=618,55.68,625,0,1048,AT2G13440.1,Glucose-inhibited division family A protein,79.94,623,0,992,gb|DR071783.1
0_11642,0_11642,1,NP,NP,NP,NP,0_11642_528,SNP,0,0,0,1,scaffold904292.1,12722--13042,42.8,99.7,AP,99.2,747,0,1319,CDD|151782,pfam11341; DUF3143; Unknown function; len=63,44.78,67,2.00E-26,97,AT5G52960.1,Uncharacterized protein,83.33,96,3.00E-50,162,gb|DR071798.1
0_11694,0_11694,2,NP,NP,NP,NP,0_11694_429,SNP,0,0,0,1,NA,NA,NA,NA,AP,78.36,342,4.00E-78,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR072263.1
0_11736,0_11736,2,NP,NP,NP,NP,0_11736_237,SNP,0,0,0,1,C27836126,31--464,86.7,94.7,AP,99.8,499,0,892,CDD|224117,COG1196; Smc; Chromosome segregation ATPases; len=1163,15.76,165,0.044,36.2,AT2G42370.1,Uncharacterized protein,27.7,343,2.00E-29,125,gb|DR072570.1
0_11754,0_11754,12,NP,NP,NP,NP,0_11754_278,SNP,0,0,0,1,tscaffold488,525842--525155,98.7,97.5,AP,100,672,0,1213,CDD|203765,pfam07797; DUF1639; Unknown function; len=50,54,50,7.00E-19,77.3,AT1G55340.1,Uncharacterized protein,44.5,218,1.00E-49,164,gb|DR072743.1
0_11772,0_11772,10,NP,NP,NP,NP,0_11772_491,SNP,0,0,0,1,tscaffold4415,146893--228635,99.8,99.8,AP,99.4,662,0,1178,CDD|240369,PTZ00340; O-sialoglycoprotein endopeptidase-like protein; len=345,70.14,345,0,643,AT4G22720.2,Actin-like ATPase superfamily protein,85.51,345,0,518,gb|DR069267.1
0_11792,0_11792,8,NP,NP,NP,NP,0_11792_418,SNP,0,0,0,1,tscaffold1512,13307--12478,99.6,89.1,AP,82.25,738,0,744,CDD|215689,pfam00067; p450; Cytochrome P450; len=461,29.68,401,1.00E-86,274,AT2G45560.1,Cytochrome P450/ family 76/ subfamily C/ polypeptide 1,34.48,435,4.00E-87,278,gb|DR069580.1
0_11795,0_11795,8,NP,NP,NP,NP,0_11795_127,SNP,0,0,0,1,tscaffold6560,38692--37880,92.8,88.5,AP,81.95,842,0,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR069599.1
0_11864,0_11864,5,NP,NP,NP,NP,0_11864_260,SNP,0,0,0,1,scaffold888713,220082--220908,100,98.9,AP,98.74,633,0,1108,CDD|133018,cd02537; GT8_Glycogenin; Glycogenin belongs the GT 8 family and initiates the; len=240,25.74,101,3.00E-12,63.4,AT2G35710.1,Nucleotide-diphospho-sugar transferases superfamily protein,58.49,265,3.00E-55,188,gb|DR161480.1
0_11902,0_11902,2,NP,NP,NP,NP,0_11902_PAV,PAV,0,0,0,1,tscaffold7909,12698--13293,99.8,99.5,AP,99.63,542,0,969,CDD|227223,COG4886; Leucine-rich repeat (LRR) protein; len=394,29.3,215,2.00E-09,57.7,AT1G27180.1,Disease resistance protein (TIR-NBS-LRR class)/ putative,25.17,441,1.00E-37,148,gb|DR161829.1
0_11925,0_11925,4,NP,NP,NP,NP,0_11925_147,SNP,0,0,0,1,tscaffold1137,87683--88282,100,100,AP,98.83,599,0,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR161993.1
0_12048,0_12048,12,NP,NP,NP,NP,0_12048_276,SNP,0,0,0,1,scaffold596931,146046--147489,100,99.7,AP,99.04,731,0,1287,CDD|197674,smart00353; HLH; Helix loop helix domain protein; len=53,37.25,51,7.00E-08,48,AT5G57150.4,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein,30.77,247,1.00E-26,106,gb|DR162977.1
0_12055,0_12055,1,NP,NP,NP,NP,0_12055_PAV,PAV,0,0,0,1,tscaffold89,667030--667274,100,94.6,AP,98.75,240,2.00E-115,423,CDD|227455,COG5126; FRQ1; Ca2+-binding protein (EF-Hand superfamily); len=160,36.73,147,7.00E-23,89.7,AT4G04720.1,Calcium-dependent protein kinase 21,29.56,159,2.00E-42,150,gb|DR163025.1
0_12110,0_12110,1,NP,NP,NP,NP,0_12110_310,SNP,0,0,0,1,scaffold575464,24323--44106,95.5,99,AP,99.43,873,0,1550,CDD|218480,pfam05176; ATP-synt_10; ATP10 protein; len=255,27.43,226,7.00E-47,159,AT1G08220.1,Mitochondria,53.94,241,3.00E-72,226,gb|DR163637.1
0_12129,0_12129,7,NP,NP,NP,NP,0_12129_180,SNP,0,0,0,1,C31384276,3951--4809,100,97.7,AP,81.07,317,7.00E-76,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR163850.1
0_1213,0_1213,3,NP,NP,NP,NP,0_1213_656,SNP,0,0,0,1,tscaffold6388,54731--55480,99.6,91.5,AP,92.99,756,0,1124,CDD|185757,cd09218; TLP-PA; Allergenic/antifungal thaumatin-like proteins: plant and; len=219,64.09,220,1.00E-116,335,AT5G24620.1,Pathogenesis-related thaumatin superfamily protein,49.39,245,7.00E-122,357,gb|CF664521.1
0_1216,0_1216,2,NP,NP,NP,NP,0_1216_235,SNP,0,0,0,1,tscaffold2977,195857--197107,99.7,100,AP,100,419,0,756,CDD|99838,cd06135; Orn; DEDDh 3'-5' exonuclease domain of oligoribonuclease and; len=173,57.8,173,3.00E-95,279,AT2G26970.1,Polynucleotidyl transferase/ ribonuclease H-like superfamily protein,54.76,252,9.00E-74,228,gb|CF664504.1
0_12206,0_12206,7,NP,NP,NP,NP,0_12206_30,SNP,0,0,0,1,scaffold95300.1,44313--44142,97.7,98.8,AP,100,171,2.00E-81,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR079264.1
0_12228,0_12228,2,NP,NP,NP,NP,0_12228_185,SNP,0,0,0,1,tscaffold5392,651407--653300,100,100,AP,100,774,0,1397,NA,NA,NA,NA,NA,NA,AT3G55005.1,Tonneau 1b TON1b,57.69,52,2.00E-15,72.5,gb|DR079584.1
0_12248,0_12248,12,NP,NP,NP,NP,0_12248_365,SNP,0,0,0,1,tscaffold4758,450909--451270,78.2,98.3,AP,99.45,362,0,645,CDD|192924,pfam12049; DUF3531; Unknown function; len=147,44.7,132,5.00E-49,161,AT4G29400.1,Uncharacterized protein,50.48,210,2.00E-84,259,gb|DR079747.1
0_12249,0_12249,3,NP,NP,NP,NP,0_12249_164,SNP,0,0,0,1,tscaffold1307,1456746--1270921,100,100,AP,99.64,825,0,1478,CDD|224423,COG1506; DAP2; Dipeptidyl aminopeptidases/acylaminoacyl-peptidases; len=620,30.94,265,5.00E-45,169,AT4G14570.1,Acylaminoacyl-peptidase-related protein,56.6,735,0,626,gb|DR079749.1
0_12267,0_12267,12,NP,NP,NP,NP,0_12267_140,SNP,0,0,0,1,scaffold188588.3,12409--13083,100,98.4,AP,99.11,673,0,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR079948.1
0_12285,0_12285,3,NP,NP,NP,NP,0_12285_535,SNP,0,0,0,1,scaffold767404.1,57001--57753,100,99.9,AP,99.2,753,0,1337,CDD|217456,pfam03254; XG_FTase; Xyloglucan fucosyltransferase; len=473,61.07,447,0,746,AT2G03220.1,Fucosyltransferase 1,56.3,476,0,781,gb|DR080071.1
0_12307,0_12307,12,NP,NP,NP,NP,0_12307_734,SNP,0,0,0,1,tscaffold1179,684421--685239,99.6,99.9,AP,100,100,1.00E-43,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR080254.1
0_12334,0_12334,5,NP,NP,NP,NP,0_12334_PAV,PAV,0,0,0,1,C26370264,110--265,92.9,98.1,AP,96.93,163,2.00E-71,271,CDD|191210,pfam05153; DUF706; Family of unknown function; len=255,72.41,29,6.00E-13,59.6,AT2G29560.1,Cytosolic enolase,22.64,53,2.00E-08,49.7,gb|DR080529.1
0_12346,0_12346,10,NP,NP,NP,NP,0_12346_305,SNP,0,0,0,1,scaffold52630.2,310331--309599,98.7,99.7,AP,99.73,739,0,1321,CDD|220155,pfam09258; Glyco_transf_64; Glycosyl transferase family 64 domain; len=244,34.82,247,6.00E-74,242,AT5G04500.1,Glycosyltransferase family protein 47,58.36,730,0,754,gb|DR080651.1
0_12364,0_12364,8,NP,NP,NP,NP,0_12364_479,SNP,0,0,0,1,scaffold563106.1,17929--8371,99.6,99.8,AP,99.02,814,0,1438,CDD|198402,cd10455; GIY-YIG_SLX1; Catalytic GIY-YIG domain of structure-specific endonuclease; len=76,49.33,75,5.00E-36,124,AT5G43210.1,Excinuclease ABC/ C subunit/ N-terminal,43.95,157,7.00E-30,112,gb|DR080795.1
0_12397,0_12397,6,NP,NP,NP,NP,0_12397_85,SNP,0,0,0,1,scaffold897770,271750--270885,97.4,99.9,AP,100,455,0,821,CDD|218263,pfam04784; DUF547; Unknown function; len=112,28.08,146,5.00E-36,131,AT5G47380.1,Uncharacterized protein,36.77,620,1.00E-126,392,gb|DR081075.1
0_12423,0_12423,4,NP,NP,NP,NP,0_12423_652,SNP,0,0,0,1,C31283834,4803--3484,99,99,AP,97.97,789,0,1355,CDD|226607,COG4122; O-methyltransferase; len=219,19.2,224,5.00E-09,53.9,AT3G62000.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,17.08,240,2.00E-34,127,gb|DR081243.1
0_12447,0_12447,8,NP,NP,NP,NP,0_12447_108,SNP,0,0,0,1,tscaffold781,456583--454556,98.7,99.3,AP,100,620,0,1119,CDD|237987,cd00020; ARM; Armadillo/beta-catenin-like repeats; len=120,30.51,118,1.00E-13,68.1,AT1G51350.1,ARM repeat superfamily protein,45.44,625,8.00E-78,263,gb|DR081403.1
0_12453,0_12453,7,NP,NP,NP,NP,0_12453_245,SNP,0,0,0,1,tscaffold7693,199328--204424,100,100,AP,98.43,574,0,1003,CDD|217865,pfam04054; CCR4-Not complex component; Not1; len=375,55.76,382,0,582,AT1G02080.2,Transcription regulators,58.74,1510,0,1739,gb|DR081514.1
0_12462,0_12462,4,NP,NP,NP,NP,0_12462_114,SNP,0,0,0,1,scaffold879450.1,24783--28463,98.6,94.2,AP,98.18,714,0,1229,CDD|214568,smart00221; STYKc; Kinase; len=258,26.46,291,7.00E-40,142,AT1G69220.1,Kinase superfamily protein,22.46,276,4.00E-80,263,gb|DR081541.1
0_12538,0_12538,1,NP,NP,NP,NP,0_12538_747,SNP,0,0,0,1,C31203654,2890--3985,100,90.5,AP,91.82,477,0,681,CDD|227223,COG4886; Leucine-rich repeat (LRR) protein; len=394,43.14,153,1.00E-05,43.4,AT3G51740.1,Inflorescence meristem receptor-like kinase 2,40.78,179,2.00E-33,127,gb|DR385822.1
0_12551,0_12551,4,NP,NP,NP,NP,0_12551_329,SNP,0,0,0,1,scaffold897170,36455--36044,100,95.4,AP,95.63,412,0,659,CDD|176224,cd08263; Zn_ADH10; Alcohol dehydrogenases of the MDR family; len=367,65.95,370,0,607,AT5G63620.1,GroES-like zinc-binding alcohol dehydrogenase family protein,67.37,426,3.00E-155,451,gb|DR385869.1
0_12552,0_12552,12,NP,NP,NP,NP,0_12552_187,SNP,0,0,0,1,NA,NA,NA,NA,AP,98.27,231,2.00E-107,396,CDD|217089,pfam02535; Zip; ZIP Zinc transporter; len=314,28.48,151,1.00E-27,105,AT1G55910.1,Zinc transporter 11 precursor,65.85,164,7.00E-32,118,gb|DR385964.1
0_12613,0_12613,4,NP,NP,NP,NP,0_12613_746,SNP,0,0,0,1,NA,NA,NA,NA,AP,100,175,1.00E-83,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR386415.1
0_12624,0_12624,8,NP,NP,NP,NP,0_12624_89,SNP,0,0,0,1,tscaffold5849,144752--144071,99.7,100,AP,99.85,649,0,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR386457.1
0_12630,0_12630,7,NP,NP,NP,NP,0_12630_344,SNP,0,0,0,1,scaffold895783,16473--15568,100,95.9,AP,98.06,619,0,1063,NA,NA,NA,NA,NA,NA,AT5G42070.1,Uncharacterized protein,70.15,67,7.00E-34,119,gb|DR386572.1
0_12641,0_12641,8,NP,NP,NP,NP,0_12641_99,SNP,0,0,0,1,scaffold72767.3,52681--53486,59,98.9,AP,99.32,884,0,1568,CDD|191851,pfam07798; DUF1640; Unknown function; len=177,45.2,177,5.00E-70,214,AT3G51090.1,Uncharacterized protein,66.48,182,2.00E-68,215,gb|DR386718.1
0_12675,0_12675,7,NP,NP,NP,NP,0_12675_444,SNP,0,0,0,1,scaffold46686,70161--69396,100,96.5,AP,99.48,770,0,1371,CDD|222279,pfam13639; zf-RING_2; Ring finger domain protein; len=46,46.51,43,2.00E-15,67.8,AT2G40830.3,RING-H2 finger C1A,43.35,263,5.00E-55,182,gb|DR387171.1
0_12686,0_12686,6,NP,NP,NP,NP,0_12686_610,SNP,0,0,0,1,C32556934,118416--119117,100,99.7,AP,99.86,702,0,1261,CDD|206639,cd00066; G-alpha; Alpha subunit of G proteins (guanine nucleotide binding); len=315,42.22,334,3.00E-140,405,AT2G26300.1,G protein alpha subunit 1/ ALPHA 1/ATGPA1,75.2,383,8.00E-163,466,gb|DR387217.1
0_127,0_127,7,NP,NP,NP,NP,0_127_517,SNP,0,0,0,1,tscaffold4296,467826--468492,100,99.7,AP,99.4,667,0,1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR742439.1
0_12717,0_12717,3,NP,NP,NP,NP,0_12717_277,SNP,0,0,0,1,scaffold899931.1,18014--17306,100,98.7,AP,98.5,600,0,1041,CDD|173660,cd05123; STKc_AGC; Catalytic domain of AGC family Protein Serine/Threonine; len=250,55.56,252,3.00E-143,411,AT3G08720.2,Serine/threonine protein kinase 2,68.25,337,1.00E-136,403,gb|DR387490.1
0_12732,0_12732,5,NP,NP,NP,NP,0_12732_635,SNP,0,0,0,1,tscaffold8956,385894--234601,99.7,98.1,AP,99.72,710,0,1274,CDD|133143,cd05476; pepsin_A_like_plant; Chroloplast Nucleoids DNA-binding Protease and Nucellin; len=265,29.31,290,2.00E-46,163,AT5G36260.1,Eukaryotic aspartyl protease family protein,49.21,441,2.00E-130,391,gb|DR387616.1
0_12786,0_12786,7,NP,NP,NP,NP,0_12786_238,SNP,0,0,0,1,tscaffold3038,89390--88543,100,97.5,AP,99.29,566,0,1002,CDD|215220,PLN02393; Leucoanthocyanidin dioxygenase-like protein; len=362,42.19,237,2.00E-74,234,AT4G25420.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,30.97,268,1.00E-113,336,gb|DR387967.1
0_12790,0_12790,1,NP,NP,NP,NP,0_12790_377,SNP,0,0,0,1,tscaffold5569,29226--29855,100,99,AP,99.84,629,0,1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR388065.1
0_12818,0_12818,9,NP,NP,NP,NP,0_12818_466,SNP,0,0,0,1,C31684952,7901--8597,97.2,95,AP,99.16,717,0,1269,CDD|99731,cd06410; PB1_UP2; Uncharacterized 2 protein; len=97,50,100,1.00E-32,119,AT5G09620.1,Octicosapeptide/Phox/Bem1p family protein,37.7,244,5.00E-34,134,gb|DR388270.1
0_12853,0_12853,10,NP,NP,NP,NP,0_12853_337,SNP,0,0,0,1,tscaffold2852,110552--67820,100,100,AP,99.86,732,0,1315,CDD|224340,COG1422; Membrane protein; len=201,29.09,55,0.038,31.2,AT5G01570.1,Uncharacterized protein,30.49,82,3.00E-08,49.4,gb|DR388596.1
0_12885,0_12885,6,NP,NP,NP,NP,0_12885_215,SNP,0,0,0,1,tscaffold510,120186--118270,100,100,AP,100,725,0,1308,CDD|197664,smart00338; BRLZ; Basic region leucin zipper; len=65,42.86,63,7.00E-16,73,AT4G38900.3,Basic-leucine zipper (bZIP) transcription factor family protein,37.93,493,2.00E-42,160,gb|DR389053.1
0_12921,0_12921,7,NP,NP,NP,NP,0_12921_224,SNP,0,0,0,1,scaffold120138,46266--45772,73.1,98.4,AP,98.37,674,0,1166,CDD|240167,cd05144; RIO2_C; RIO kinase family; len=198,52.53,198,4.00E-115,341,AT3G51270.1,Serine/threonine kinases/ATP binding/catalytics,77.25,334,6.00E-135,403,gb|CO363538.1
0_12925,0_12925,9,NP,NP,NP,NP,0_12925_686,SNP,0,0,0,1,C31438106,1445--456,100,98,AP,98.11,846,0,1454,NA,NA,NA,NA,NA,NA,AT3G24870.2,Helicase/SANT-associated/ DNA binding protein,33.33,174,4.00E-12,64.7,gb|CO363652.1
0_12936,0_12936,6,NP,NP,NP,NP,0_12936_136,SNP,0,0,0,1,tscaffold1379,62128--61173,100,98.8,AP,97.93,773,0,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO363813.1
0_12944,0_12944,4,NP,NP,NP,NP,0_12944_88,SNP,0,0,0,1,tscaffold2667,132995--133973,100,99.9,AP,100,819,0,1478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO363980.1
0_12964,0_12964,7,NP,NP,NP,NP,0_12964_514,SNP,0,0,0,1,C32083248,7773--6976,100,99.7,AP,98.88,800,0,1397,CDD|176255,cd08295; double_bond_reductase_like; Alkenal double bond reductase and leukotriene B4; len=338,54,50,8.00E-14,64.3,AT3G03080.1,Zinc-binding dehydrogenase family protein,33.96,53,3.00E-18,77.9,gb|CO364216.1
0_12993,0_12993,1,NP,NP,NP,NP,0_12993_582,SNP,0,0,0,1,tscaffold575,281506--280595,100,99.1,AP,99.74,781,0,1397,CDD|218253,pfam04765; DUF616; Unknown function; len=306,49.51,309,6.00E-136,397,AT1G28240.1,Uncharacterized protein,36.02,322,7.00E-158,465,gb|CO365484.1
0_13093,0_13093,10,NP,NP,NP,NP,0_13093_165,SNP,0,0,0,1,tscaffold998,10712--11672,99.4,92.8,AP,98.2,555,0,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO366145.1
0_13096,0_13096,8,NP,NP,NP,NP,0_13096_590,SNP,0,0,0,1,scaffold664246,30388--31196,100,99.9,AP,100,779,0,1406,CDD|197689,smart00380; AP2; DNA-binding domain in plant proteins such as APETALA2 and; len=64,70.49,61,5.00E-31,111,AT1G36060.1,Integrase-type DNA-binding superfamily protein,59.26,108,3.00E-30,116,gb|CO366155.1
0_1310,0_1310,8,NP,NP,NP,NP,0_1310_140,SNP,0,0,0,1,tscaffold4850,4243859--4242867,100,99,AP,99.44,712,0,1263,CDD|235250,PRK04195; Replication factor C large subunit; len=482,22.62,84,0.028,34.5,NA,NA,NA,NA,NA,NA,gb|DR047619.1
0_13110,0_13110,10,NP,NP,NP,NP,0_13110_327,SNP,0,0,0,1,tscaffold1645,1104367--1103789,100,97.9,AP,98.27,579,0,996,CDD|234577,PRK00021; truA; tRNA pseudouridine synthase A; len=244,43.9,41,2.00E-10,56.3,AT5G35400.1,Pseudouridine synthase family protein,47.92,144,1.00E-33,124,gb|CO366319.1
0_13111,0_13111,1,NP,NP,NP,NP,0_13111_390,SNP,0,0,0,1,tscaffold7064,4952--5775,99.9,89,AP,89.96,777,0,1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO366324.1
0_13114,0_13114,12,NP,NP,NP,NP,0_13114_223,SNP,0,0,0,1,tscaffold8198,162084--65333,100,99.8,AP,100,877,0,1582,CDD|216689,pfam01765; RRF; Ribosome recycling factor; len=165,44.51,164,2.00E-62,195,AT3G63190.1,Ribosome recycling factor/ chloroplast precursor,33.68,190,6.00E-86,261,gb|CO366463.1
0_13121,0_13121,6,NP,NP,NP,NP,0_13121_215,SNP,0,0,0,1,tscaffold3995,251297--339147,99.5,99.5,AP,99.74,776,0,1388,CDD|219569,pfam07777; G-box binding protein MFMR; len=189,46.96,181,2.00E-40,138,AT2G46270.2,G-box binding factor 3,27.37,179,8.00E-33,123,gb|CO366486.1
0_13126,0_13126,8,NP,NP,NP,NP,0_13126_469,SNP,0,0,0,1,scaffold39566,42120--41304,99.6,93.4,AP,96.06,609,0,991,CDD|217591,pfam03492; Methyltransf_7; SAM dependent carboxyl methyltransferase; len=331,42.72,323,3.00E-106,320,AT5G66430.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,32.23,394,8.00E-135,395,gb|CO366512.1
0_13143,0_13143,2,NP,NP,NP,NP,0_13143_213,SNP,0,0,0,1,tscaffold766,133014--436777,99.3,100,AP,100,822,0,1483,CDD|223475,COG0398; Uncharacterized protein; len=223,32.86,140,1.00E-18,80.1,AT1G03260.1,SNARE associated Golgi family protein,54.14,181,7.00E-35,126,gb|CO366808.1
0_13144,0_13144,7,NP,NP,NP,NP,0_13144_567,SNP,0,0,0,1,tscaffold262,16903--16059,99.4,99.3,AP,99.17,845,0,1496,CDD|214567,smart00220; S_TKc; Serine/Threonine protein kinases; catalytic domain; len=254,44.62,260,2.00E-105,316,AT5G10930.1,CBL-interacting protein kinase 5,58.22,438,2.00E-152,444,gb|CO366817.1
0_13153,0_13153,11,NP,NP,NP,NP,0_13153_425,SNP,0,0,0,1,C30736218,712--1269,94.1,91.9,AP,100,534,0,964,NA,NA,NA,NA,NA,NA,AT5G20250.3,Raffinose synthase family protein,45.74,94,1.00E-18,82.4,gb|CO366953.1
0_13162,0_13162,3,NP,NP,NP,NP,0_13162_342,SNP,0,0,0,1,C32565540,147712--146985,100,98.4,AP,99.04,728,0,1281,CDD|240692,cd12246; RRM1_U1A_like; RNA recognition motif 1 in the U1A/U2B/SNF family protein; len=78,71.79,78,1.00E-46,151,AT2G30260.1,U2 small nuclear ribonucleoprotein B,65.68,236,2.00E-66,208,gb|CO367089.1
0_13176,0_13176,7,NP,NP,NP,NP,0_13176_127,SNP,0,0,0,1,tscaffold7330,76933--76412,99.6,96.8,AP,99.21,254,7.00E-124,450,NA,NA,NA,NA,NA,NA,AT5G13000.1,Glucan synthase-like 12,72.95,1087,0,1594,gb|CO367262.1
0_13183,0_13183,10,NP,NP,NP,NP,0_13183_515,SNP,0,0,0,1,scaffold235378.1,29659--28408,99.5,99.5,AP,99.88,836,0,1503,CDD|224354,COG1437; CyaB; Adenylate cyclase; class 2 (thermophilic); len=178,29.17,48,0.012,36.2,AT2G45250.1,Integral membrane protein hemolysin-III,32.95,88,9.00E-08,52.8,gb|CO367390.1
0_13190,0_13190,8,NP,NP,NP,NP,0_13190_247,SNP,0,0,0,1,scaffold153641.1,22197--21415,100,98.9,AP,99.87,783,0,1407,CDD|217400,pfam03168; LEA_2; Late embryogenesis abundant protein; len=98,24.53,106,8.00E-12,58.9,AT2G35980.1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,32.07,184,2.00E-21,89.7,gb|CO367452.1
0_13204,0_13204,3,NP,NP,NP,NP,0_13204_275,SNP,0,0,0,1,scaffold687019,15300--20218,99.6,98.4,AP,100,791,0,1427,CDD|238260,cd00464; SK; Shikimate kinase  is the fifth enzyme in the shikimate; len=154,41.46,164,2.00E-51,169,AT2G21940.4,Shikimate kinase 1,48.77,244,1.00E-55,186,gb|CO367720.1
0_13213,0_13213,2,NP,NP,NP,NP,0_13213_268,SNP,0,0,0,1,C32570788,75050--35878,87.3,99.5,AP,99.65,867,0,1552,CDD|217674,pfam03690; UPF0160; Family protein; len=315,55.31,320,5.00E-163,462,AT5G41970.1,Metal-dependent protein hydrolase,61.92,323,7.00E-171,485,gb|CO367878.1
0_13221,0_13221,6,NP,NP,NP,NP,0_13221_227,SNP,0,0,0,1,tscaffold5446,71489--96639,100,99.3,AP,100,852,0,1537,CDD|215211,PLN02371; Phosphoglucosamine mutase family protein; len=583,65.91,440,0,712,AT5G17530.3,Phosphoglucosamine mutase family protein,77.14,433,3.00E-170,495,gb|CO367997.1
0_13239,0_13239,8,NP,NP,NP,NP,0_13239_345,SNP,0,0,0,1,scaffold896920.1,258859--259648,72.9,99.5,AP,99.62,798,0,1425,NA,NA,NA,NA,NA,NA,AT2G26340.1,Uncharacterized protein,55.19,183,2.00E-60,194,gb|CO368338.1
